3    16    0.00013214
3    32    9.511e-05
3    64    8.995e-05
3    128    9.436e-05
3    256    9.973e-05
3    512    0.00010447
3    1024    0.00011291
3    2048    0.00011658
3    4096    0.00012183
3    8192    0.00012654
3    16384    0.00013322
3    32768    0.00013785
3    65536    0.00014251
3    131072    0.00015046
3    262144    0.00015861
3    524288    0.00016408
3    1048576    0.0001723
3    2097152    0.0001768
3    4194304    0.00018332
3    8388608    0.00018916
3    16777216    0.00019315
3    33554432    0.00020047
3    67108864    0.00020554
3    134217728    0.00022097
3    268435456    0.00023111
